station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;tre005d0;tre005dx;tre005dn;ure200d0;pva200d0;prestad0;pp0qffd0;ppz850d0;ppz700d0;pp0qnhd0;fkl010d0;fkl010d1;fu3010d0;fu3010d1;fkl010d3;fu3010d3;wcc006d0;rre150d0;rka150d0;htoautd0;gre000d0;oli000d0;olo000d0;osr000d0;ods000d0;sre000d0;sremaxdv;erefaod0;xcd000d0;dkl010d0;xno000d0;xno012d0;rreetsd0;tso005d0;tso010d0;tso020d0
BEH;22.06.2026 00:00;14.8;20.4;10.6;;;;55.7;9.2;788.1;;1615.1;;1036.4;3.2;11.9;11.5;42.8;11.7;42.1;;0.9;0.9;;258;;;;80;436;54;4.7;0;325;0;0;;;;
BEH;23.06.2026 00:00;15.2;19.9;9.8;;;;55.4;9.3;785.2;;1583.4;;1032.9;4.2;12.7;15.1;45.7;12.4;44.6;;0;0;;284;;;;88;458;57;4.9;0;333;0;0;;;;
BEH;24.06.2026 00:00;15.2;20.2;10.2;;;;64;10.9;784.2;;1572.3;;1031.6;3.6;10.1;13;36.4;9.8;35.3;;0.1;0.1;;290;;;;90;506;62;4.7;0;126;0;0;;;;
BEH;25.06.2026 00:00;15.2;20.3;11.2;;;;82.2;14.1;784.3;;1573.4;;1031.7;3.5;10.7;12.6;38.5;10.4;37.4;;0.1;0.1;;315;;;;71;541;67;4.5;0;133;0;0;;;;
BEH;26.06.2026 00:00;15.8;20.2;12.3;;;;80.5;14.3;785.6;;1585.6;;1033.3;2.9;11.7;10.4;42.1;11.3;40.7;;0;0;;322;;;;131;546;67;4.7;0;126;0;0;;;;
BEH;27.06.2026 00:00;15.9;20.2;12.5;;;;74.6;13.4;787;;1601.3;;1035.1;3.1;13.8;11.2;49.7;13.4;48.2;;2.4;2.4;;265;;;;82;468;58;4.2;0;132;0;0;;;;
BEH;28.06.2026 00:00;14;20.9;9.2;;;;66.1;10.4;786.9;;1604;;1034.9;4.4;16.9;15.8;60.8;16.2;58.3;;13.7;13.7;;224;;;;56;393;49;4.3;0;333;0;0;;;;
BEH;29.06.2026 00:00;13;18.2;9.3;;;;70;10.3;785.8;;1594.6;;1033.5;4.1;12.1;14.8;43.6;11.5;41.4;;4;4;;146;;;;89;143;18;3.2;0;332;0;0;;;;
BEH;30.06.2026 00:00;13.3;16.7;7.6;;;;68.9;10.4;784.5;;1579.6;;1031.9;3.2;14.7;11.5;52.9;14.2;51.1;;0.1;0.1;;217;;;;110;378;47;3.3;0;131;0;0;;;;
BEH;01.07.2026 00:00;9.4;15.4;5.4;;;;76.8;9.2;780.8;;1549.4;;1027.3;7.4;18;26.6;64.8;17.4;62.6;;8.6;8.6;;94;;;;70;62;8;2.5;0;338;10.6;2.6;;;;
BEH;02.07.2026 00:00;10.2;15.4;5.6;;;;55.2;6.8;781.7;;1557.7;;1028.5;8;14.7;28.8;52.9;14.2;51.1;;0;0;;376;;;;32;800;100;5.2;0;331;9.8;1.8;;;;
BEH;03.07.2026 00:00;11.2;15.4;7.4;;;;54.8;7.1;784.2;;1582.4;;1031.6;6.5;12.1;23.4;43.6;11.8;42.5;;0;0;;338;;;;97;623;78;5;0;329;8.8;0.8;;;;
BEH;04.07.2026 00:00;11;15.4;6.1;;;;48.4;6.1;785.3;;1594.6;;1033;8.2;15.4;29.5;55.4;15;54;;0;0;;369;;;;33;797;100;5.5;0;331;9;1;;;;
BEH;05.07.2026 00:00;11.7;15.6;7.7;;;;44;6;783.6;;1574.4;;1030.8;9.4;16.7;33.8;60.1;16.4;59;;0;0;;353;;;;66;614;78;5.8;0;327;8.3;0.3;;;;
BEH;06.07.2026 00:00;11;14.4;8;;;;53.5;6.9;782.9;;1567.9;;1029.9;8.2;16.9;29.5;60.8;16.2;58.3;;0;0;;184;;;;123;190;25;4.2;0;326;9;1;;;;
BEH;07.07.2026 00:00;12.5;17;7.1;;;;41.1;5.6;782.7;;1562.6;;1029.7;6.8;13.7;24.5;49.3;13.4;48.2;;0;0;;331;;;;101;650;85;5.8;0;327;0;0;;;;
BEH;08.07.2026 00:00;13.2;16.6;10.2;;;;46;6.9;780.1;;1532.2;;1026.4;10.5;19.8;37.8;71.3;19.3;69.5;;0;0;;251;;;;135;272;35;5.6;0;323;0;0;;;;
BEH;09.07.2026 00:00;13.7;19.2;8.9;;;;49.7;7.6;779.4;;1522.9;;1025.6;7.1;14.4;25.6;51.8;13.8;49.7;;0;0;;360;;;;35;770;100;6.1;0;336;0;0;;;;
BEH;10.07.2026 00:00;13.9;18.6;10;;;;66.9;10.7;780.3;;1532.1;;1026.7;4;11.5;14.4;41.4;11.4;41;;1;1;;302;;;;73;502;66;4.6;0;136;0;0;;;;
BEH;11.07.2026 00:00;14;20.9;10.1;;;;65.1;10.1;781.5;;1545.6;;1028.2;3.5;11.7;12.6;42.1;11;39.6;;0.9;0.9;;337;;;;93;546;72;5.3;0;34;0;0;;;;
BEH;12.07.2026 00:00;14.8;20.4;9.2;;;;50.2;7.9;782.6;;1555.4;;1029.6;4.4;11.7;15.8;42.1;11;39.6;;0;0;;366;;;;35;759;100;5.9;0;333;0;0;;;;
BEH;13.07.2026 00:00;14.3;18.1;10.8;;;;79.7;12.9;783.7;;1569.2;;1031;3.4;11.6;12.2;41.8;11;39.6;;0;0;;264;;;;110;351;46;3.8;0;132;0;0;;;;
BEH;14.07.2026 00:00;13.6;18;10;;;;81.2;12.7;783;;1562.5;;1030;3.7;17.8;13.3;64.1;17.7;63.7;;8.1;7.7;;150;;;;102;119;16;2.6;0;81;0;0;;;;
BEH;15.07.2026 00:00;12.6;17.5;9.3;;;;72.1;10.4;783;;1565.7;;1030.1;2.7;21.1;9.7;76;20.4;73.4;;1.3;1.7;;179;;;;98;235;31;3.1;0;346;0;0;;;;
BEH;16.07.2026 00:00;13.9;20.1;8.2;;;;64;9.7;783.4;;1566.6;;1030.6;4.2;21;15.1;75.6;20.9;75.2;;3.8;1;;291;;;;70;491;65;4.7;0;142;0;0;;;;
BEH;17.07.2026 00:00;13.5;18.2;9;;;;70.4;10.7;780;;1530.5;;1026.4;4.2;19.3;15.1;69.5;18.8;67.7;;0.3;3.1;;330;;;;63;648;86;4.6;0;131;0;0;;;;
BEH;18.07.2026 00:00;11.9;16.6;7.9;;;;67.3;9.2;778.8;;1521.7;;1024.9;4.7;16.5;16.9;59.4;16.1;58;;1;1;;200;;;;98;327;43;3.5;0;330;8.1;0.1;;;;
BEH;19.07.2026 00:00;10.4;14.1;6.8;;;;62.8;7.7;778.9;;1526.4;;1024.9;5.5;16.2;19.8;58.3;15.7;56.5;;0;0;;290;;;;113;506;67;4.1;0;325;9.6;1.6;;;;
BEH;20.07.2026 00:00;11.7;17.6;6.5;;;;57.7;7.6;779.7;;1531.6;;1025.9;3.9;11.8;14;42.5;11;39.6;;0;0;;336;;;;53;591;79;4.9;0;344;8.3;0.3;;;;
BEH;21.07.2026 00:00;9.3;13.2;5.7;;;;68.7;8;780.1;;1542.4;;1026.5;5.2;14.6;18.7;52.6;14.1;50.8;;0.5;0.5;;137;;;;96;102;14;2.6;0;324;10.7;2.7;;;;
BEH;22.07.2026 00:00;9.8;15.8;3.5;;;;45.9;5.3;780.5;;1545.4;;1026.9;6.4;13.2;23;47.5;12.5;45;;0;0;;357;;;;40;728;98;5.3;0;332;10.2;2.2;;;;
BEH;23.07.2026 00:00;9.5;13.8;5.9;;;;49;5.6;778.5;;1524.2;;1024.4;7.7;16.1;27.7;58;15.7;56.5;;0;0;;365;;;;96;715;97;5.2;0;324;10.5;2.5;;;;
BEH;24.07.2026 00:00;10.9;17.7;5.2;;;;42.6;5.2;778.5;;1520.6;;1024.4;5.7;15.6;20.5;56.2;14.7;52.9;;0;0;;350;;;;33;740;100;5.7;0;343;9.1;1.1;;;;
BEH;25.07.2026 00:00;11.2;15.8;8.2;;;;78.4;10.3;777.2;;1505.2;;1022.8;4.8;14.4;17.3;51.8;13.8;49.7;;10.7;5.8;;295;;;;77;520;71;3.9;0;135;8.8;0.8;;;;
BEH;26.07.2026 00:00;9.3;11.1;8.1;;;;84;9.8;775.2;;1489;;1020.3;4.3;12.1;15.5;43.6;11.8;42.5;;1.7;6.6;;75;;;;69;6;1;1.6;0;354;10.7;2.7;;;;
BEH;27.07.2026 00:00;12.1;16.8;9;;;;57.2;7.9;779.6;;1529.7;;1025.8;6.6;13.6;23.8;49;13.5;48.6;;0;0;;339;;;;58;647;88;5.2;0;332;0;0;;;;
BEH;28.07.2026 00:00;13.9;19;8;;;;66.4;10.4;784.9;;1583.3;;1032.5;3.7;9.5;13.3;34.2;9;32.4;;0;0;;336;;;;31;734;100;4.7;0;135;0;0;;;;
BEH;29.07.2026 00:00;15;19.2;10.9;;;;78.9;13.2;785.9;;1590.6;;1033.6;3.2;9.9;11.5;35.6;9.6;34.6;;0.9;0.9;;271;;;;62;485;66;3.9;0;139;0;0;;;;
BEH;30.07.2026 00:00;16.5;21.9;10.8;;;;54.3;9.6;785.9;;1587.2;;1033.7;3.5;20.5;12.6;73.8;19.5;70.2;;0;0;;322;;;;44;644;88;5.4;0;143;0;0;;;;
BEH;31.07.2026 00:00;16.1;21.7;12.2;;;;54.8;9.8;784.1;;1568.2;;1031.4;3.4;16;12.2;57.6;15.1;54.4;;8.5;8.5;;251;;;;68;498;68;4.7;0;141;0;0;;;;
BEH;01.08.2026 00:00;14.6;19.4;10.4;;;;69.1;11.3;781.4;;1542.6;;1028;3.8;16.4;13.7;59;16.2;58.3;;8.1;8.1;;251;;;;75;457;63;4;0;139;0;0;;;;
BEH;02.08.2026 00:00;13.3;16.9;10.2;;;;75.9;11.5;781.9;;1551.8;;1028.7;3.9;11.8;14;42.5;11.1;40;;1.8;1.8;;163;;;;74;340;47;2.8;0;125;0;0;;;;
BEH;03.08.2026 00:00;15.3;18.7;11.9;;;;67.7;11.6;783;;1559;;1030.1;5;13.6;18;49;13.1;47.2;;0;0;;279;;;;88;554;76;4.4;0;137;0;0;;;;
BEH;04.08.2026 00:00;16.2;20.4;12.2;;;;58.7;10.6;783.3;;1559.8;;1030.5;4.2;18.3;15.1;65.9;16.7;60.1;;0;0;;302;;;;69;658;90;5;0;144;0;0;;;;
BEH;05.08.2026 00:00;16.7;20.7;12.2;;;;54.2;10.1;783.4;;1559.1;;1030.5;3.5;11.1;12.6;40;10.8;38.9;;0;0;;280;;;;66;622;85;4.8;0;145;0;0;;;;
BEH;06.08.2026 00:00;15.1;19.1;11.7;;;;65.2;11;783;;1559.2;;1030.1;3.8;12;13.7;43.2;11.9;42.8;;0.5;0.5;;192;;;;97;319;44;3.6;0;27;0;0;;;;
BEH;07.08.2026 00:00;11.4;15.2;9;;;;83.9;11.2;782.6;;1563.6;;1029.5;4.2;13.6;15.1;49;13.2;47.5;;3.1;3.1;;124;;;;79;127;17;2.2;0;333;8.6;0.6;;;;
BEH;08.08.2026 00:00;13.6;18;8.9;;;;70.4;10.9;783;;1562.3;;1030;3.7;10.2;13.3;36.7;9.7;34.9;;0;0;;290;;;;53;590;81;4;0;134;0;0;;;;
BEH;09.08.2026 00:00;14.1;19.3;10.5;;;;74;11.6;783.6;;1568.6;;1030.9;3.4;13.2;12.2;47.5;13;46.8;;2.9;2.9;;248;;;;70;416;57;3.9;0;141;0;0;;;;
BEH;10.08.2026 00:00;14.7;20.4;10.1;;;;58.3;9.4;783.4;;1564.4;;1030.6;3.1;10.6;11.2;38.2;10.3;37.1;;0;0;;244;;;;77;506;70;4.2;0;342;0;0;;;;
BEH;11.08.2026 00:00;15.5;21.7;9.6;;;;53.5;8.8;784.7;;1576.2;;1032.2;3.1;9.1;11.2;32.8;9;32.4;;0;0;;306;;;;67;641;89;5;0;321;0;0;;;;
BEH;12.08.2026 00:00;14.8;19.6;11.2;;;;64.1;10.7;786.9;;1602.1;;1034.9;2.6;10.5;9.4;37.8;10.3;37.1;;0;0;;206;;;;63;407;57;3.6;0;121;0;0;;;;
BEH;13.08.2026 00:00;16.5;22.6;11.2;;;;53.1;9.5;786.8;;1597.7;;1034.9;2.9;10.3;10.4;37.1;9.8;35.3;;0;0;;320;;;;51;710;99;5.2;0;330;0;0;;;;
BEH;14.08.2026 00:00;16.1;22.4;10.6;;;;47.1;8.3;784.3;;1571.1;;1031.7;3.7;10.8;13.3;38.9;10.6;38.2;;0;0;;317;;;;44;693;97;5.5;0;90;0;0;;;;
BEH;15.08.2026 00:00;14.8;20.1;9.4;;;;52.7;8.7;782.3;;1551.9;;1029.2;3.6;14.6;13;52.6;14;50.4;;0;0;;253;;;;57;492;70;4.4;0;145;0;0;;;;
BEH;16.08.2026 00:00;12.4;18.1;9.5;;;;70.8;10;781.4;;1548.8;;1028.1;3;10.9;10.8;39.2;10.7;38.5;;9.4;9.4;;166;;;;80;297;42;3.1;0;337;0;0;;;;
BEH;17.08.2026 00:00;11.1;15.1;8.6;;;;69.1;9;778.3;;1518.6;;1024.2;8.1;17.2;29.2;61.9;16.2;58.3;;0.5;0.5;;164;;;;97;236;34;3.3;0;328;8.9;0.9;;;;
BEH;18.08.2026 00:00;11.8;15.5;9;;;;61.1;8.4;778.1;;1514.1;;1024;6.8;14.6;24.5;52.6;14;50.4;;0;0;;160;;;;95;164;24;3.5;0;334;8.2;0.2;;;;
BEH;19.08.2026 00:00;13.8;17.7;9.6;;;;67.1;10.4;778;;1507.8;;1023.9;5.6;15.1;20.2;54.4;14.7;52.9;;4.3;1.3;;307;;;;40;694;100;4.3;0;153;0;0;;;;
BEH;20.08.2026 00:00;9.1;11.4;6.6;;;;91.1;10.6;777.7;;1517.1;;1023.5;3.2;12.5;11.5;45;11.9;42.8;;68;71;;55;;;;;0;0;1;0;85;10.9;2.9;;;;
BEH;21.08.2026 00:00;7.2;9.7;5.4;;;;84.3;8.5;774.3;;1485.3;;1019.2;5.3;14;19.1;50.4;13;46.8;;32.4;32.4;;51;;;;;0;0;1.3;0;22;12.8;4.8;;;;
BEH;22.08.2026 00:00;7.7;13.3;2.7;;;;67.3;6.8;778;;1523.8;;1023.8;3.8;12.3;13.7;44.3;11.8;42.5;;0;0;;185;;;;;600;87;2.8;0;330;12.3;4.3;;;;
BEH;23.08.2026 00:00;9;12.7;4.5;;;;79.9;9.2;781.4;;1557.6;;1028.1;3.3;9.4;11.9;33.8;9.3;33.5;;0;0;;288;;;;;580;85;3;0;133;11;3;;;;
BEH;24.08.2026 00:00;10.9;14.6;6.6;;;;80;10.3;780.5;;1543.1;;1027;4.5;12.9;16.2;46.4;12.6;45.4;;28.5;8.7;;258;;;;;500;73;3;0;142;9.1;1.1;;;;
BEH;25.08.2026 00:00;10.5;13.9;7.3;;;;73.2;9.1;776.5;;1499.7;;1021.9;5.1;12.8;18.4;46.1;12.5;45;;5;24.8;;182;;;;;200;30;2.8;0;344;9.5;1.5;;;;
BEH;26.08.2026 00:00;11.8;15.2;8.3;;;;78;10.8;781.4;;1550.4;;1028.1;4;12.2;14.4;43.9;11.3;40.7;;0;0;;251;;;;;480;71;3.1;0;135;8.2;0.2;;;;
BEH;27.08.2026 00:00;12.9;17.1;8.8;;;;82.2;12.2;782.7;;1561.9;;1029.7;6.3;16.6;22.7;59.8;16.2;58.3;;1.1;0;;211;;;;;395;59;2.8;0;141;0;0;;;;
BEH;28.08.2026 00:00;12.8;15.3;8;;;;72.5;10.7;780.6;;1539;;1027.1;8.3;32.2;29.9;115.9;31.8;114.5;;14.1;15.2;;43;;;;37;8;1;1.9;0;144;0;0;;;;
BEH;29.08.2026 00:00;10.2;14.3;6.3;;;;82.2;10.1;779;;1527.8;;1025;4.7;11.1;16.9;40;10.6;38.2;;0;0;;227;;;;54;549;82;2.7;0;124;9.8;1.8;;;;
BEH;30.08.2026 00:00;11.5;15.8;7.2;;;;79.8;10.7;780.3;;1539;;1026.7;3.6;10;13;36;9.5;34.2;;0;0;;264;;;;46;619;93;3.1;0;131;8.5;0.5;;;;
BEH;31.08.2026 00:00;11.5;15.5;8.3;;;;72.8;9.8;780.4;;1539.6;;1026.8;4.1;12.4;14.8;44.6;11.9;42.8;;0;0;;226;;;;53;478;72;3.1;0;113;8.5;0.5;;;;
BEH;01.09.2026 00:00;9.8;13.4;5.7;;;;78.8;9.5;782.1;;1562.9;;1029;4.1;11.4;14.8;41;10.7;38.5;;0;0;;181;;;;44;412;62;2.3;0;135;10.2;2.2;;;;
BEH;02.09.2026 00:00;10.9;15.1;7;;;;64;8.1;782.9;;1568.6;;1029.9;3.2;8.6;11.5;31;8.3;29.9;;0;0;;223;;;;64;478;73;3.1;0;343;9.1;1.1;;;;
BEH;03.09.2026 00:00;12.3;17.2;6.8;;;;47.7;6.5;784.3;;1580.3;;1031.7;6.3;14.3;22.7;51.5;14.1;50.8;;;0;;266;;;;32;627;96;4.6;;327;0;;;;;
